%% LAL: 7.1.5 (UNCLEAN 53aa4afe025550f99f1042f83420085e09e6a5fc)
%% LALFrame: 1.6.0 (UNCLEAN 53aa4afe025550f99f1042f83420085e09e6a5fc)
%% LALMetaIO: 2.1.0 (UNCLEAN 53aa4afe025550f99f1042f83420085e09e6a5fc)
%% LALSimulation: 3.1.0 (UNCLEAN 53aa4afe025550f99f1042f83420085e09e6a5fc)
%% LALBurst: 1.5.10 (UNCLEAN 53aa4afe025550f99f1042f83420085e09e6a5fc)
%% LALInspiral: 2.0.4 (UNCLEAN 53aa4afe025550f99f1042f83420085e09e6a5fc)
%% LALPulsar: 3.1.1 (UNCLEAN 53aa4afe025550f99f1042f83420085e09e6a5fc)
%% LALInference: 3.0.1 (UNCLEAN 53aa4afe025550f99f1042f83420085e09e6a5fc)
%% LALApps: 7.4.0 (UNCLEAN 53aa4afe025550f99f1042f83420085e09e6a5fc)
%% argv[0]: '/home/m206265/.local/bin/lalapps_ComputeAntennaPattern'
%% argv[1]: '-a'
%% argv[2]: '1.45968'
%% argv[3]: '-d'
%% argv[4]: '0.38422'
%% argv[5]: '--ephemSun=/home/m206265/lalapps_work/data/sun00-19-DE405.dat'
%% argv[6]: '--ephemEarth=/home/m206265/lalapps_work/data/earth00-19-DE405.dat'
%% argv[7]: '-I'
%% argv[8]: 'L1'
%% argv[9]: '-T'
%% argv[10]: '/home/m206265/lalapps_work/data/O2_1_L1_tslist.txt'
%% argv[11]: '--Tsft=1800'
%% argv[12]: '--noiseSqrtShX=0.00751'
%% argv[13]: '-o'
%% argv[14]: 'AntPatt_L1.txt'
%% argv[15]: '-O'
%% argv[16]: 'ABCD_L1.txt'
%% columns:
%% Alpha   Delta       tGPS       a(t)         b(t)
1.4596800  0.3842200  1168872947   0.56999660   0.35913038
1.4596800  0.3842200  1168874747   0.55825984   0.35275355
1.4596800  0.3842200  1168876547   0.52860242   0.34594700
1.4596800  0.3842200  1168878959   0.46661955   0.34041110
1.4596800  0.3842200  1168880759   0.40960595   0.34127086
1.4596800  0.3842200  1168883790   0.30889815   0.35479829
1.4596800  0.3842200  1168885590   0.25540310   0.36955214
1.4596800  0.3842200  1168887390   0.21295768   0.38775885
1.4596800  0.3842200  1168889190   0.18586673   0.40727773
1.4596800  0.3842200  1168890990   0.17732462   0.42540139
1.4596800  0.3842200  1168892790   0.18918106   0.43905556
1.4596800  0.3842200  1168894590   0.22178112   0.44505554
1.4596800  0.3842200  1168896390   0.27393240   0.44035059
1.4596800  0.3842200  1168898190   0.34296328   0.42228088
1.4596800  0.3842200  1168899990   0.42489129   0.38882163
1.4596800  0.3842200  1168921422   0.63433653  -0.72403497
1.4596800  0.3842200  1168923222   0.52617943  -0.76801085
1.4596800  0.3842200  1168925022   0.41113868  -0.78779376
1.4596800  0.3842200  1168926822   0.29568616  -0.78266060
1.4596800  0.3842200  1168928622   0.18629517  -0.75307447
1.4596800  0.3842200  1168930422   0.08903463  -0.70067829
1.4596800  0.3842200  1168932222   0.00916907  -0.62818980
1.4596800  0.3842200  1168934022  -0.04916596  -0.53920656
1.4596800  0.3842200  1168935822  -0.08324209  -0.43801767
1.4596800  0.3842200  1168937622  -0.09188616  -0.32931244
1.4596800  0.3842200  1168949388   0.31189907   0.26539356
1.4596800  0.3842200  1168951188   0.39241272   0.30902195
1.4596800  0.3842200  1168952988   0.46211565   0.33843857
1.4596800  0.3842200  1168954788   0.51666296   0.35527650
1.4596800  0.3842200  1168956588   0.55292261   0.36184877
1.4596800  0.3842200  1168958388   0.56919003   0.36093470
1.4596800  0.3842200  1168960188   0.56526649   0.35552117
1.4596800  0.3842200  1168961988   0.54248822   0.34856236
1.4596800  0.3842200  1168963788   0.50359273   0.34272212
1.4596800  0.3842200  1168965588   0.45251638   0.34015721
1.4596800  0.3842200  1168967388   0.39411491   0.34234229
1.4596800  0.3842200  1168969188   0.33378813   0.34994081
1.4596800  0.3842200  1168970988   0.27710196   0.36275068
1.4596800  0.3842200  1168972788   0.22937363   0.37971058
1.4596800  0.3842200  1168974588   0.19528660   0.39897275
1.4596800  0.3842200  1168976388   0.17854124   0.41805002
1.4596800  0.3842200  1168978188   0.18158431   0.43399495
1.4596800  0.3842200  1168979988   0.20541234   0.44363928
1.4596800  0.3842200  1168981788   0.24948524   0.44384521
1.4596800  0.3842200  1168983588   0.31174845   0.43175131
1.4596800  0.3842200  1168985388   0.38874817   0.40504184
1.4596800  0.3842200  1168987188   0.47586280   0.36213344
1.4596800  0.3842200  1168988988   0.56760311   0.30235770
1.4596800  0.3842200  1168990788   0.65798527   0.22606954
1.4596800  0.3842200  1168992588   0.74092221   0.13467246
1.4596800  0.3842200  1168994388   0.81066394   0.03061020
1.4596800  0.3842200  1168996188   0.86216617  -0.08275311
1.4596800  0.3842200  1168997988   0.89145195  -0.20129067
1.4596800  0.3842200  1168999788   0.89590478  -0.32033563
1.4596800  0.3842200  1169001588   0.87442279  -0.43493664
1.4596800  0.3842200  1169003388   0.82755423  -0.54015058
1.4596800  0.3842200  1169005188   0.75743967  -0.63132471
1.4596800  0.3842200  1169006988   0.66769278  -0.70436752
1.4596800  0.3842200  1169008788   0.56319058  -0.75601071
1.4596800  0.3842200  1169010588   0.44973204  -0.78397274
1.4596800  0.3842200  1169012388   0.33368975  -0.78712600
1.4596800  0.3842200  1169019052  -0.01509887  -0.59697616
1.4596800  0.3842200  1169020852  -0.06469736  -0.50295109
1.4596800  0.3842200  1169022652  -0.08941445  -0.39842099
1.4596800  0.3842200  1169035400   0.30476245   0.26102313
1.4596800  0.3842200  1169037200   0.38595939   0.30590212
1.4596800  0.3842200  1169039000   0.45676053   0.33646876
1.4596800  0.3842200  1169040800   0.51272523   0.35428610
1.4596800  0.3842200  1169042600   0.55061889   0.36162424
1.4596800  0.3842200  1169044400   0.56860363   0.36122802
1.4596800  0.3842200  1169046200   0.56635511   0.35607815
1.4596800  0.3842200  1169048000   0.54508483   0.34914199
1.4596800  0.3842200  1169049800   0.50741100   0.34311455
1.4596800  0.3842200  1169051600   0.45718828   0.34020576
1.4596800  0.3842200  1169053400   0.39920199   0.34195200
1.4596800  0.3842200  1169055200   0.33882174   0.34908837
1.4596800  0.3842200  1169057000   0.28161636   0.36148778
1.4596800  0.3842200  1169058800   0.23293890   0.37815729
1.4596800  0.3842200  1169060600   0.19753996   0.39731398
1.4596800  0.3842200  1169062400   0.17921519   0.41651654
1.4596800  0.3842200  1169064200   0.18052739   0.43284598
1.4596800  0.3842200  1169066000   0.20259760   0.44314760
1.4596800  0.3842200  1169067800   0.24501981   0.44426501
1.4596800  0.3842200  1169069600   0.30586076   0.43331036
1.4596800  0.3842200  1169071400   0.38177961   0.40791056
1.4596800  0.3842200  1169073200   0.46824163   0.36640769
1.4596800  0.3842200  1169075000   0.55981910   0.30805987
1.4596800  0.3842200  1169076800   0.65055102   0.23312570
1.4596800  0.3842200  1169078600   0.73434782   0.14292537
1.4596800  0.3842200  1169080400   0.80541468   0.03981595
1.4596800  0.3842200  1169082200   0.85862458  -0.07291242
1.4596800  0.3842200  1169084000   0.88991225  -0.19118747
1.4596800  0.3842200  1169085800   0.89652622  -0.31037882
1.4596800  0.3842200  1169087600   0.87723744  -0.42554817
1.4596800  0.3842200  1169089400   0.83245623  -0.53174305
1.4596800  0.3842200  1169091200   0.76418114  -0.62426823
1.4596800  0.3842200  1169093000   0.67592239  -0.69898456
1.4596800  0.3842200  1169207712   0.30400148   0.26055282
1.4596800  0.3842200  1169209512   0.38526863   0.30556437
1.4596800  0.3842200  1169211312   0.45618272   0.33625245
1.4596800  0.3842200  1169213112   0.51230001   0.35417724
1.4596800  0.3842200  1169214912   0.55036461   0.36159676
1.4596800  0.3842200  1169238951   0.21504043   0.44472778
1.4596800  0.3842200  1169241207   0.27945685   0.43931705
1.4596800  0.3842200  1169243007   0.34981835   0.41994452
1.4596800  0.3842200  1169244807   0.43266594   0.38503844
1.4596800  0.3842200  1169246607   0.52288830   0.33346725
1.4596800  0.3842200  1169256231   0.88883400  -0.18473512
1.4596800  0.3842200  1169258031   0.89682841  -0.30400175
1.4596800  0.3842200  1169259831   0.87894106  -0.41951558
1.4596800  0.3842200  1169261631   0.83549678  -0.52631742
1.4596800  0.3842200  1169263431   0.76841629  -0.61969465
1.4596800  0.3842200  1169265231   0.68112314  -0.69546431
1.4596800  0.3842200  1169267031   0.57833636  -0.75023246
1.4596800  0.3842200  1169268831   0.46574578  -0.78156674
1.4596800  0.3842200  1169270631   0.34967187  -0.78817987
1.4596800  0.3842200  1169272431   0.23663677  -0.76997149
1.4596800  0.3842200  1169281211  -0.08983955  -0.39440599
1.4596800  0.3842200  1169283011  -0.08817062  -0.28402415
1.4596800  0.3842200  1169284811  -0.06215999  -0.17287767
1.4596800  0.3842200  1169286611  -0.01443669  -0.06548788
1.4596800  0.3842200  1169298797   0.49901479   0.35053486
1.4596800  0.3842200  1169300597   0.54212832   0.36049983
1.4596800  0.3842200  1169302397   0.56568635   0.36193889
1.4596800  0.3842200  1169347056   0.85634410  -0.48383135
1.4596800  0.3842200  1169348856   0.79863083  -0.58325982
1.4596800  0.3842200  1169350656   0.71913576  -0.66672176
1.4596800  0.3842200  1169353888   0.53581882  -0.76516449
1.4596800  0.3842200  1169355688   0.42111912  -0.78707099
1.4596800  0.3842200  1169357488   0.30544564  -0.78407735
1.4596800  0.3842200  1169359288   0.19528788  -0.75653726
1.4596800  0.3842200  1169361088   0.09676562  -0.70600826
1.4596800  0.3842200  1169362888   0.01522803  -0.63511235
1.4596800  0.3842200  1169364688  -0.04508325  -0.54738432
1.4596800  0.3842200  1169366488  -0.08131111  -0.44706443
1.4596800  0.3842200  1169368288  -0.09214076  -0.33881366
1.4596800  0.3842200  1169501187   0.33658722   0.42437392
1.4596800  0.3842200  1169504727   0.50390077   0.34552264
1.4596800  0.3842200  1169506527   0.59587306   0.28057444
1.4596800  0.3842200  1169508327   0.68460143   0.19943100
1.4596800  0.3842200  1169510127   0.76406598   0.10382955
1.4596800  0.3842200  1169511927   0.82867932  -0.00349656
1.4596800  0.3842200  1169513727   0.87370455  -0.11892343
1.4596800  0.3842200  1169515527   0.89555442  -0.23813355
1.4596800  0.3842200  1169517327   0.89205527  -0.35634154
1.4596800  0.3842200  1169519127   0.86262572  -0.46857202
1.4596800  0.3842200  1169520927   0.80829263  -0.56993449
1.4596800  0.3842200  1169522727   0.73168123  -0.65592539
1.4596800  0.3842200  1169524527   0.63682300  -0.72268522
1.4596800  0.3842200  1169526327   0.52890611  -0.76722097
1.4596800  0.3842200  1169528127   0.41395944  -0.78761083
1.4596800  0.3842200  1169529927   0.29843879  -0.78307790
1.4596800  0.3842200  1169531727   0.18882710  -0.75406903
1.4596800  0.3842200  1169533527   0.09120479  -0.70220220
1.4596800  0.3842200  1169535327   0.01086619  -0.63015521
1.4596800  0.3842200  1169537127  -0.04803160  -0.54152727
1.4596800  0.3842200  1169538927  -0.08271548  -0.44057894
1.4596800  0.3842200  1169540727  -0.09197590  -0.33199826
1.4596800  0.3842200  1169542527  -0.07622841  -0.22060575
1.4596800  0.3842200  1169544327  -0.03745422  -0.11106914
1.4596800  0.3842200  1169548295   0.11070235   0.10378377
1.4596800  0.3842200  1169550095   0.19491775   0.18225025
1.4596800  0.3842200  1169551895   0.28156215   0.24622568
1.4596800  0.3842200  1169553695   0.36469591   0.29516023
1.4596800  0.3842200  1169555495   0.43880659   0.32949749
1.4596800  0.3842200  1169557295   0.49918109   0.35058299
1.4596800  0.3842200  1169559095   0.54223573   0.36051685
1.4596800  0.3842200  1169560895   0.56572843   0.36193272
1.4596800  0.3842200  1169570992   0.37881473   0.34374565
1.4596800  0.3842200  1169581348   0.18166961   0.43407851
1.4596800  0.3842200  1169590986   0.50873262   0.34251890
1.4596800  0.3842200  1169592786   0.60068560   0.27668911
1.4596800  0.3842200  1169594586   0.68907452   0.19473165
1.4596800  0.3842200  1169596386   0.76788890   0.09843482
1.4596800  0.3842200  1169598186   0.83157921  -0.00941570
1.4596800  0.3842200  1169599986   0.87546241  -0.12515527
1.4596800  0.3842200  1169605243   0.86374092  -0.46569252
1.4596800  0.3842200  1169607043   0.81004918  -0.56740755
1.4596800  0.3842200  1169608843   0.73398775  -0.65386403
1.4596800  0.3842200  1169610643   0.63955027  -0.72117651
1.4596800  0.3842200  1169612443   0.53191048  -0.76634204
1.4596800  0.3842200  1169619336   0.10924813  -0.71412957
1.4596800  0.3842200  1169621136   0.02512965  -0.64580625
1.4596800  0.3842200  1169622936  -0.03826305  -0.56012797
1.4596800  0.3842200  1169624736  -0.07787266  -0.46125090
1.4596800  0.3842200  1169626536  -0.09216529  -0.35379294
1.4596800  0.3842200  1169628336  -0.08124116  -0.24257627
1.4596800  0.3842200  1169630136  -0.04678273  -0.13232045
1.4596800  0.3842200  1169631936   0.00806150  -0.02737911
1.4596800  0.3842200  1169633736   0.07890816   0.06850780
1.4596800  0.3842200  1169635536   0.16045600   0.15240322
1.4596800  0.3842200  1169637336   0.24684919   0.22232491
1.4596800  0.3842200  1169639136   0.33208942   0.27730399
1.4596800  0.3842200  1169640936   0.41044196   0.31738934
1.4596800  0.3842200  1169642736   0.47683752   0.34358624
1.4596800  0.3842200  1169644536   0.52719629   0.35770676
1.4596800  0.3842200  1169646336   0.55872238   0.36220238
1.4596800  0.3842200  1169648136   0.57006633   0.35992336
1.4596800  0.3842200  1169649936   0.56140471   0.35387233
1.4596800  0.3842200  1169651736   0.53442967   0.34695598
1.4596800  0.3842200  1169653536   0.49218571   0.34173295
1.4596800  0.3842200  1169685692   0.86638904  -0.09518205
1.4596800  0.3842200  1169687492   0.89313865  -0.21400243
1.4596800  0.3842200  1169689292   0.89485562  -0.33281177
1.4596800  0.3842200  1169691092   0.87062299  -0.44664764
1.4596800  0.3842200  1169692892   0.82115924  -0.55058539
1.4596800  0.3842200  1169701257   0.36218041  -0.78866917
1.4596800  0.3842200  1169703057   0.24850614  -0.77311015
1.4596800  0.3842200  1169704857   0.14352247  -0.73365146
1.4596800  0.3842200  1169706657   0.05300644  -0.67240345
1.4596800  0.3842200  1169708457  -0.01821944  -0.59248513
1.4596800  0.3842200  1169710257  -0.06658080  -0.49780774
1.4596800  0.3842200  1169712057  -0.08999380  -0.39286697
1.4596800  0.3842200  1169713857  -0.08796734  -0.28244096
1.4596800  0.3842200  1169715657  -0.06162605  -0.17131713
1.4596800  0.3842200  1169717457  -0.01362184  -0.06401036
1.4596800  0.3842200  1169719257   0.05207714   0.03549270
1.4596800  0.3842200  1169721057   0.13045353   0.12395209
1.4596800  0.3842200  1169722857   0.21580607   0.19903222
1.4596800  0.3842200  1169724657   0.30213791   0.25939429
1.4596800  0.3842200  1169726457   0.38357741   0.30473483
1.4596800  0.3842200  1169728257   0.45476922   0.33572233
1.4596800  0.3842200  1169730057   0.51125050   0.35390481
1.4596800  0.3842200  1169731857   0.54974067   0.36152917
1.4596800  0.3842200  1169733657   0.56835043   0.36132628
1.4596800  0.3842200  1169735457   0.56672180   0.35627985
1.4596800  0.3842200  1169778878   0.82712352  -0.54087591
1.4596800  0.3842200  1169780678   0.75684667  -0.63192898
1.4596800  0.3842200  1169782478   0.66697472  -0.70482737
1.4596800  0.3842200  1169784278   0.56238508  -0.75630456
1.4596800  0.3842200  1169786078   0.44888291  -0.78408599
1.4596800  0.3842200  1169787878   0.33284670  -0.78705865
1.4596800  0.3842200  1169789678   0.22079249  -0.76529223
1.4596800  0.3842200  1169791478   0.11896604  -0.72005957
1.4596800  0.3842200  1169793278   0.03293335  -0.65374529
1.4596800  0.3842200  1169795078  -0.03276864  -0.56967759
1.4596800  0.3842200  1169803384  -0.02105412  -0.07777774
1.4596800  0.3842200  1169805184   0.04258212   0.02295659
1.4596800  0.3842200  1169806984   0.11960338   0.11302587
1.4596800  0.3842200  1169808784   0.20437746   0.18996516
1.4596800  0.3842200  1169810584   0.29092327   0.25230634
1.4596800  0.3842200  1169812384   0.37332878   0.29960769
1.4596800  0.3842200  1169814184   0.44614729   0.33241373
1.4596800  0.3842200  1169815984   0.50478363   0.35216886
1.4596800  0.3842200  1169817784   0.54578042   0.36103421
1.4596800  0.3842200  1169825564   0.50012523   0.34239286
1.4596800  0.3842200  1169827364   0.44832405   0.34014344
1.4596800  0.3842200  1169829164   0.38958389   0.34272161
1.4596800  0.3842200  1169830964   0.32933891   0.35072982
1.4596800  0.3842200  1169832764   0.27314606   0.36389813
1.4596800  0.3842200  1169834564   0.22628942   0.38110325
1.4596800  0.3842200  1169836364   0.19338857   0.40044644
1.4596800  0.3842200  1169843798   0.26086444   0.44245103
1.4596800  0.3842200  1169845598   0.32647204   0.42753056
1.4596800  0.3842200  1169847398   0.40595603   0.39759979
1.4596800  0.3842200  1169849198   0.49448839   0.35125408
1.4596800  0.3842200  1169850998   0.58644867   0.28803185
1.4596800  0.3842200  1169852798   0.67579210   0.20849295
1.4596800  0.3842200  1169854598   0.75647736   0.11426920
1.4596800  0.3842200  1169856398   0.82285976   0.00799787
1.4596800  0.3842200  1169866560   0.76926553  -0.61876494
1.4596800  0.3842200  1169868360   0.68216908  -0.69474632
1.4596800  0.3842200  1169870160   0.57951987  -0.74975538
1.4596800  0.3842200  1169871960   0.46700543  -0.78135955
1.4596800  0.3842200  1169873760   0.35093331  -0.78824168
1.4596800  0.3842200  1169875560   0.23783034  -0.77030098
1.4596800  0.3842200  1169877360   0.13401160  -0.72861493
1.4596800  0.3842200  1169879160   0.04517551  -0.66540313
1.4596800  0.3842200  1169880960  -0.02396417  -0.58386815
1.4596800  0.3842200  1169882760  -0.06996882  -0.48799014
1.4596800  0.3842200  1169884560  -0.09090692  -0.38230550
1.4596800  0.3842200  1169886360  -0.08644331  -0.27160367
1.4596800  0.3842200  1169888160  -0.05785927  -0.16065910
1.4596800  0.3842200  1169889960  -0.00794375  -0.05394598
1.4596800  0.3842200  1169891760   0.05922073   0.04461277
1.4596800  0.3842200  1169893560   0.13853256   0.13186023
1.4596800  0.3842200  1169895360   0.22424406   0.20555224
1.4596800  0.3842200  1169897160   0.31035280   0.26445284
1.4596800  0.3842200  1169898960   0.39102119   0.30835572
1.4596800  0.3842200  1169900760   0.46096218   0.33801827
1.4596800  0.3842200  1169902560   0.51581919   0.35506755
1.4596800  0.3842200  1169904360   0.55243665   0.36180547
1.4596800  0.3842200  1169906160   0.56907260   0.36100006
1.4596800  0.3842200  1169949038   0.88071144  -0.41292512
1.4596800  0.3842200  1169950838   0.83872700  -0.52037072
1.4596800  0.3842200  1169952638   0.77295566  -0.61465967
1.4596800  0.3842200  1169954438   0.68673050  -0.69156659
1.4596800  0.3842200  1169956238   0.58470225  -0.74764210
1.4596800  0.3842200  1169958038   0.47251964  -0.78040546
1.4596800  0.3842200  1169959838   0.35646892  -0.78848153
1.4596800  0.3842200  1169961638   0.24307700  -0.77171260
1.4596800  0.3842200  1169963438   0.13867792  -0.73112071
1.4596800  0.3842200  1169965238   0.04900888  -0.66887248
1.4596800  0.3842200  1169967038  -0.02116254  -0.58812892
1.4596800  0.3842200  1169968838  -0.06833002  -0.49283665
1.4596800  0.3842200  1169970638  -0.09048742  -0.38751286
1.4596800  0.3842200  1169972438  -0.08722237  -0.27694082
1.4596800  0.3842200  1169974238  -0.05973974  -0.16590282
1.4596800  0.3842200  1169976038  -0.01076081  -0.05889282
1.4596800  0.3842200  1169977838   0.05568832   0.04013497
1.4596800  0.3842200  1169979638   0.13454613   0.12798190
1.4596800  0.3842200  1169981438   0.22008784   0.20235875
1.4596800  0.3842200  1169983238   0.30631346   0.26197943
1.4596800  0.3842200  1169985038   0.38736805   0.30658960
1.4596800  0.3842200  1169986838   0.45793009   0.33690265
1.4596800  0.3842200  1169988638   0.51359081   0.35450733
1.4596800  0.3842200  1169990438   0.55113244   0.36167839
1.4596800  0.3842200  1169992238   0.56874096   0.36116627
1.4596800  0.3842200  1169994038   0.56613266   0.35595906
1.4596800  0.3842200  1169995838   0.54452991   0.34901518
1.4596800  0.3842200  1169997638   0.50658965   0.34302729
1.4596800  0.3842200  1169999438   0.45618036   0.34019274
1.4596800  0.3842200  1170001238   0.39809844   0.34203297
1.4596800  0.3842200  1170020191   0.42816606   0.38723961
1.4596800  0.3842200  1170039814   0.72672927  -0.66027635
1.4596800  0.3842200  1170049454   0.14678398  -0.73531312
1.4596800  0.3842200  1170051254   0.05570665  -0.67474282
1.4596800  0.3842200  1170053054  -0.01621792  -0.59537709
1.4596800  0.3842200  1170054854  -0.06537658  -0.50111926
1.4596800  0.3842200  1170056654  -0.08963045  -0.39644295
1.4596800  0.3842200  1170058454  -0.08843106  -0.28611904
1.4596800  0.3842200  1170060254  -0.06285951  -0.17494455
1.4596800  0.3842200  1170062054  -0.01551139  -0.06744520
1.4596800  0.3842200  1170063854   0.04967850   0.03237160
1.4596800  0.3842200  1170065654   0.12772495   0.12123938
1.4596800  0.3842200  1170067454   0.21294212   0.19678503
1.4596800  0.3842200  1170069254   0.29933786   0.25764483
1.4596800  0.3842200  1170071054   0.38102734   0.30347416
1.4596800  0.3842200  1170072854   0.45263413   0.33491486
1.4596800  0.3842200  1170074654   0.50966269   0.35348904
1.4596800  0.3842200  1170076454   0.54877973   0.36141723
1.4596800  0.3842200  1170078254   0.56806242   0.36142722
1.4596800  0.3842200  1170086470   0.42880896   0.34043178
1.4596800  0.3842200  1170088270   0.36893183   0.34483731
1.4596800  0.3842200  1170090070   0.30944902   0.35467884
1.4596800  0.3842200  1170091870   0.25587147   0.36939117
1.4596800  0.3842200  1170093670   0.21329771   0.38757452
1.4596800  0.3842200  1170095470   0.18604255   0.40709245
1.4596800  0.3842200  1170097270   0.17731223   0.42524269
1.4596800  0.3842200  1170099070   0.18896753   0.43895671
1.4596800  0.3842200  1170100870   0.22137265   0.44504371
1.4596800  0.3842200  1170102670   0.27334642   0.44045573
1.4596800  0.3842200  1170104470   0.34223253   0.42252508
1.4596800  0.3842200  1170106270   0.42405900   0.38921890
1.4596800  0.3842200  1170108070   0.51380277   0.33931974
1.4596800  0.3842200  1170109870   0.60571849   0.27256936
1.4596800  0.3842200  1170111670   0.69373405   0.18976471
1.4596800  0.3842200  1170113470   0.77184856   0.09274666
1.4596800  0.3842200  1170115270   0.83455944  -0.01564217
1.4596800  0.3842200  1170122744   0.85080266  -0.49618241
1.4596800  0.3842200  1170124544   0.79036486  -0.59395987
1.4596800  0.3842200  1170126344   0.70856297  -0.67528522
1.4596800  0.3842200  1170128144   0.60976601  -0.73650825
1.4596800  0.3842200  1170131958   0.36987960  -0.78883004
1.4596800  0.3842200  1170140113  -0.04367509  -0.55010915
1.4596800  0.3842200  1170141913  -0.08061951  -0.45008504
1.4596800  0.3842200  1170143713  -0.09218487  -0.34199622
1.4596800  0.3842200  1170145973  -0.07133347  -0.20226115
1.4596800  0.3842200  1170147773  -0.02905288  -0.09345554
1.4596800  0.3842200  1170149573   0.03215480   0.00859674
1.4596800  0.3842200  1170151373   0.10753062   0.10042816
1.4596800  0.3842200  1170153173   0.19152756   0.17943673
1.4596800  0.3842200  1170154973   0.27819037   0.24399820
1.4596800  0.3842200  1170156773   0.36157069   0.29352206
1.4596800  0.3842200  1170158573   0.43612862   0.32841042
1.4596800  0.3842200  1170160373   0.49711943   0.34998178
1.4596800  0.3842200  1170162173   0.54090530   0.36030626
1.4596800  0.3842200  1170163973   0.56518865   0.36200163
1.4596800  0.3842200  1170165773   0.56918108   0.35800868
1.4596800  0.3842200  1170167573   0.55361080   0.35132152
1.4596800  0.3842200  1170169373   0.52068174   0.34474760
1.4596800  0.3842200  1170197999   0.70139045   0.18143132
1.4596800  0.3842200  1170199799   0.77831280   0.08323941
1.4596800  0.3842200  1170201599   0.83936405  -0.02601780
1.4596800  0.3842200  1170203399   0.88001120  -0.14256324
1.4596800  0.3842200  1170205199   0.89692068  -0.26196510
1.4596800  0.3842200  1170206999   0.88824427  -0.37937978
1.4596800  0.3842200  1170208799   0.85370708  -0.48982248
1.4596800  0.3842200  1170210599   0.79467082  -0.58845961
1.4596800  0.3842200  1170212399   0.71405685  -0.67089838
1.4596800  0.3842200  1170214199   0.61614144  -0.73342514
1.4596800  0.3842200  1170215999   0.50632262  -0.77326232
1.4596800  0.3842200  1170217799   0.39073816  -0.78869981
1.4596800  0.3842200  1170219599   0.27588573  -0.77920693
1.4596800  0.3842200  1170221399   0.16820107  -0.74547350
1.4596800  0.3842200  1170223199   0.07363860  -0.68932831
1.4596800  0.3842200  1170224999  -0.00271258  -0.61366218
1.4596800  0.3842200  1170226799  -0.05695090  -0.52221709
1.4596800  0.3842200  1170228599  -0.08660412  -0.41936195
1.4596800  0.3842200  1170230399  -0.09079006  -0.30983675
1.4596800  0.3842200  1170233135  -0.05047554  -0.14133979
1.4596800  0.3842200  1170234935   0.00282475  -0.03580400
1.4596800  0.3842200  1170236735   0.07253340   0.06095857
1.4596800  0.3842200  1170238535   0.15340956   0.14594063
1.4596800  0.3842200  1170240335   0.23963003   0.21707669
1.4596800  0.3842200  1170242135   0.32518953   0.27330744
1.4596800  0.3842200  1170243935   0.40432066   0.31460646
1.4596800  0.3842200  1170245735   0.47188038   0.34189802
1.4596800  0.3842200  1170247535   0.52369785   0.35693642
1.4596800  0.3842200  1170249335   0.55686426   0.36212885
1.4596800  0.3842200  1170251135   0.56989646   0.36029720
1.4596800  0.3842200  1170252935   0.56285596   0.35444683
1.4596800  0.3842200  1170284497   0.71661961   0.16419852
1.4596800  0.3842200  1170286297   0.79098749   0.06370526
1.4596800  0.3842200  1170288097   0.84856248  -0.04721160
1.4596800  0.3842200  1170289897   0.88501787  -0.16463783
1.4596800  0.3842200  1170291697   0.89727449  -0.28404507
1.4596800  0.3842200  1170293497   0.88377190  -0.40054199
1.4596800  0.3842200  1170295297   0.84454024  -0.50915122
1.4596800  0.3842200  1170297097   0.78123546  -0.60509717
1.4596800  0.3842200  1170298897   0.69705182  -0.68409842
1.4596800  0.3842200  1170300697   0.59649372  -0.74259585
1.4596800  0.3842200  1170302497   0.48512498  -0.77800101
1.4596800  0.3842200  1170304297   0.36918154  -0.78881878
1.4596800  0.3842200  1170306097   0.25518170  -0.77474046
1.4596800  0.3842200  1170307897   0.14950217  -0.73667818
1.4596800  0.3842200  1170309697   0.05796473  -0.67666548
1.4596800  0.3842200  1170311497  -0.01453862  -0.59776694
1.4596800  0.3842200  1170313297  -0.06435782  -0.50386113
1.4596800  0.3842200  1170315097  -0.08930448  -0.39940417
1.4596800  0.3842200  1170316897  -0.08879808  -0.28917229
1.4596800  0.3842200  1170318840  -0.06090340  -0.16921896
1.4596800  0.3842200  1170320640  -0.01251766  -0.06202641
1.4596800  0.3842200  1170322440   0.05347210   0.03729414
1.4596800  0.3842200  1170324240   0.13203672   0.12551746
1.4596800  0.3842200  1170326040   0.21746385   0.20032376
1.4596800  0.3842200  1170338311   0.56834245   0.35731086
1.4596800  0.3842200  1170340111   0.55061007   0.35049903
1.4596800  0.3842200  1170343316   0.47921860   0.34091660
1.4596800  0.3842200  1170345116   0.42381936   0.34059766
1.4596800  0.3842200  1170346916   0.36375692   0.34546745
1.4596800  0.3842200  1170348716   0.30456689   0.35575995
1.4596800  0.3842200  1170350516   0.25173843   0.37083405
1.4596800  0.3842200  1170352316   0.21031846   0.38922372
1.4596800  0.3842200  1170354116   0.18453708   0.40873799
1.4596800  0.3842200  1170360917   0.26519492   0.44181305
1.4596800  0.3842200  1170362717   0.33198363   0.42583510
1.4596800  0.3842200  1170364517   0.41232240   0.39471659
1.4596800  0.3842200  1170370064   0.68913007   0.19467296
1.4596800  0.3842200  1170371864   0.76793623   0.09836710
1.4596800  0.3842200  1170373664   0.83161509  -0.00948983
1.4596800  0.3842200  1170375464   0.87548411  -0.12523293
1.4596800  0.3842200  1170377264   0.89601862  -0.24451314
