%% LAL: 7.1.5 (UNCLEAN 53aa4afe025550f99f1042f83420085e09e6a5fc)
%% LALFrame: 1.6.0 (UNCLEAN 53aa4afe025550f99f1042f83420085e09e6a5fc)
%% LALMetaIO: 2.1.0 (UNCLEAN 53aa4afe025550f99f1042f83420085e09e6a5fc)
%% LALSimulation: 3.1.0 (UNCLEAN 53aa4afe025550f99f1042f83420085e09e6a5fc)
%% LALBurst: 1.5.10 (UNCLEAN 53aa4afe025550f99f1042f83420085e09e6a5fc)
%% LALInspiral: 2.0.4 (UNCLEAN 53aa4afe025550f99f1042f83420085e09e6a5fc)
%% LALPulsar: 3.1.1 (UNCLEAN 53aa4afe025550f99f1042f83420085e09e6a5fc)
%% LALInference: 3.0.1 (UNCLEAN 53aa4afe025550f99f1042f83420085e09e6a5fc)
%% LALApps: 7.4.0 (UNCLEAN 53aa4afe025550f99f1042f83420085e09e6a5fc)
%% argv[0]: '/home/m206265/.local/bin/lalapps_ComputeAntennaPattern'
%% argv[1]: '-a'
%% argv[2]: '1.45968'
%% argv[3]: '-d'
%% argv[4]: '0.38422'
%% argv[5]: '--ephemSun=/home/m206265/lalapps_work/data/sun00-19-DE405.dat'
%% argv[6]: '--ephemEarth=/home/m206265/lalapps_work/data/earth00-19-DE405.dat'
%% argv[7]: '-I'
%% argv[8]: 'H1'
%% argv[9]: '-T'
%% argv[10]: '/home/m206265/lalapps_work/data/O2_1_H1_tslist.txt'
%% argv[11]: '--Tsft=1800'
%% argv[12]: '--noiseSqrtShX=0.00751'
%% argv[13]: '-o'
%% argv[14]: 'AntPatt_H1.txt'
%% columns:
%% Alpha   Delta       tGPS       a(t)         b(t)
1.4596800  0.3842200  1169405069   0.08950032  -0.38253215
1.4596800  0.3842200  1169406869   0.14022830  -0.40637290
1.4596800  0.3842200  1169408669   0.17053351  -0.43219450
1.4596800  0.3842200  1169410469   0.17691347  -0.45644963
1.4596800  0.3842200  1169412269   0.15760916  -0.47521889
1.4596800  0.3842200  1169414069   0.11273091  -0.48450559
1.4596800  0.3842200  1169424380  -0.44562507  -0.21346174
1.4596800  0.3842200  1169426180  -0.54059112  -0.10333145
1.4596800  0.3842200  1169427980  -0.61671168   0.02051940
1.4596800  0.3842200  1169429780  -0.66834515   0.15364724
1.4596800  0.3842200  1169431580  -0.69132459   0.29078782
1.4596800  0.3842200  1169433380  -0.68328124   0.42615220
1.4596800  0.3842200  1169435180  -0.64378077   0.55375814
1.4596800  0.3842200  1169436980  -0.57440645   0.66779047
1.4596800  0.3842200  1169438780  -0.47865155   0.76294547
1.4596800  0.3842200  1169440580  -0.36169454   0.83473766
1.4596800  0.3842200  1169442380  -0.23009405   0.87980789
1.4596800  0.3842200  1169444180  -0.09133723   0.89608145
1.4596800  0.3842200  1169445980   0.04663067   0.88292742
1.4596800  0.3842200  1169447780   0.17593175   0.84118414
1.4596800  0.3842200  1169449580   0.28925800   0.77307928
1.4596800  0.3842200  1169451380   0.38036332   0.68213868
1.4596800  0.3842200  1169453180   0.44444504   0.57291174
1.4596800  0.3842200  1169454980   0.47845992   0.45071888
1.4596800  0.3842200  1169456780   0.48131505   0.32132012
1.4596800  0.3842200  1169458580   0.45389494   0.19055414
1.4596800  0.3842200  1169460380   0.39902321   0.06400451
1.4596800  0.3842200  1169462180   0.32121655  -0.05333402
1.4596800  0.3842200  1169463980   0.22637799  -0.15733004
1.4596800  0.3842200  1169465780   0.12138594  -0.24493819
1.4596800  0.3842200  1169467580   0.01360574  -0.31432259
1.4596800  0.3842200  1169469380  -0.08960890  -0.36493164
1.4596800  0.3842200  1169471180  -0.18142539  -0.39744756
1.4596800  0.3842200  1169472980  -0.25598922  -0.41366959
1.4596800  0.3842200  1169474780  -0.30883014  -0.41633523
1.4596800  0.3842200  1169476580  -0.33713859  -0.40884548
1.4596800  0.3842200  1169478380  -0.33996454  -0.39498901
1.4596800  0.3842200  1169480180  -0.31825373  -0.37861571
1.4596800  0.3842200  1169481980  -0.27475801  -0.36332309
1.4596800  0.3842200  1169483780  -0.21384567  -0.35217446
1.4596800  0.3842200  1169485580  -0.14115447  -0.34744591
1.4596800  0.3842200  1169487380  -0.06319630  -0.35044944
1.4596800  0.3842200  1169489180   0.01312314  -0.36142516
1.4596800  0.3842200  1169490980   0.08099940  -0.37951455
1.4596800  0.3842200  1169492780   0.13422942  -0.40282637
1.4596800  0.3842200  1169498403   0.15814251  -0.47497007
1.4596800  0.3842200  1169500203   0.11368505  -0.48445147
1.4596800  0.3842200  1169502003   0.04561963  -0.48077071
1.4596800  0.3842200  1169503803  -0.04228584  -0.46074846
1.4596800  0.3842200  1169505603  -0.14473698  -0.42202681
1.4596800  0.3842200  1169507403  -0.25525010  -0.36331248
1.4596800  0.3842200  1169509203  -0.36659363  -0.28453234
1.4596800  0.3842200  1169511003  -0.47126806  -0.18689370
1.4596800  0.3842200  1169512803  -0.56203479  -0.07289933
1.4596800  0.3842200  1169514603  -0.63239604   0.05377637
1.4596800  0.3842200  1169516403  -0.67704964   0.18845370
1.4596800  0.3842200  1169518203  -0.69227558   0.32570529
1.4596800  0.3842200  1169520003  -0.67616791   0.45965791
1.4596800  0.3842200  1169521803  -0.62882429   0.58434236
1.4596800  0.3842200  1169523603  -0.55232215   0.69403899
1.4596800  0.3842200  1169525403  -0.45060501   0.78361917
1.4596800  0.3842200  1169527203  -0.32925007   0.84887534
1.4596800  0.3842200  1169529003  -0.19508570   0.88674086
1.4596800  0.3842200  1169530803  -0.05576926   0.89551437
1.4596800  0.3842200  1169532603   0.08072390   0.87493765
1.4596800  0.3842200  1169534403   0.20660985   0.82620102
1.4596800  0.3842200  1169536203   0.31481567   0.75190037
1.4596800  0.3842200  1169538003   0.39942023   0.65582711
1.4596800  0.3842200  1169539803   0.45604995   0.54276544
1.4596800  0.3842200  1169541603   0.48214933   0.41818127
1.4596800  0.3842200  1169543403   0.47711655   0.28788149
1.4596800  0.3842200  1169545203   0.44236180   0.15767881
1.4596800  0.3842200  1169547003   0.38115135   0.03303333
1.4596800  0.3842200  1169548803   0.29839423  -0.08125556
1.4596800  0.3842200  1169550603   0.20028776  -0.18131867
1.4596800  0.3842200  1169552403   0.09387552  -0.26440108
1.4596800  0.3842200  1169554203  -0.01342665  -0.32900280
1.4596800  0.3842200  1169556003  -0.11435311  -0.37488699
1.4596800  0.3842200  1169557803  -0.20227727  -0.40303510
1.4596800  0.3842200  1169559603  -0.27166843  -0.41551289
1.4596800  0.3842200  1169564412  -0.34061566  -0.39613837
1.4596800  0.3842200  1169568321  -0.26946023  -0.36200005
1.4596800  0.3842200  1169570121  -0.20712355  -0.35139623
1.4596800  0.3842200  1169571921  -0.13361531  -0.34738594
1.4596800  0.3842200  1169573721  -0.05550989  -0.35118046
1.4596800  0.3842200  1169575521   0.02027508  -0.36291066
1.4596800  0.3842200  1169579022   0.13611826  -0.40391314
1.4596800  0.3842200  1169580822   0.16859192  -0.42968976
1.4596800  0.3842200  1169582622   0.17740649  -0.45426548
1.4596800  0.3842200  1169584422   0.16062704  -0.47374487
1.4596800  0.3842200  1169586222   0.11817987  -0.48412570
1.4596800  0.3842200  1169588022   0.05190226  -0.48163533
1.4596800  0.3842200  1169589822  -0.03458140  -0.46303120
1.4596800  0.3842200  1169591622  -0.13608760  -0.42587787
1.4596800  0.3842200  1169593422  -0.24621212  -0.36879745
1.4596800  0.3842200  1169595222  -0.35776481  -0.29160401
1.4596800  0.3842200  1169597022  -0.46325275  -0.19541128
1.4596800  0.3842200  1169598822  -0.55539656  -0.08261477
1.4596800  0.3842200  1169600622  -0.62761348   0.04320129
1.4596800  0.3842200  1169602422  -0.67450410   0.17742646
1.4596800  0.3842200  1169604222  -0.69219434   0.31468365
1.4596800  0.3842200  1169606022  -0.67863715   0.44912505
1.4596800  0.3842200  1169607822  -0.63376492   0.57477659
1.4596800  0.3842200  1169609622  -0.55948472   0.68587667
1.4596800  0.3842200  1169611422  -0.45961609   0.77725178
1.4596800  0.3842200  1169613222  -0.33960411   0.84459680
1.4596800  0.3842200  1169615022  -0.20619649   0.88475192
1.4596800  0.3842200  1169616822  -0.06700095   0.89590466
1.4596800  0.3842200  1169618622   0.07001332   0.87766141
1.4596800  0.3842200  1169620422   0.19703016   0.83112049
1.4596800  0.3842200  1169622222   0.30689833   0.75875425
1.4596800  0.3842200  1169624022   0.39358890   0.66426837
1.4596800  0.3842200  1169625822   0.45259735   0.55238366
1.4596800  0.3842200  1169627622   0.48120090   0.42851254
1.4596800  0.3842200  1169629422   0.47865513   0.29845709
1.4596800  0.3842200  1169631222   0.44619963   0.16803747
1.4596800  0.3842200  1169633022   0.38695732   0.04275585
1.4596800  0.3842200  1169634822   0.30572432  -0.07252622
1.4596800  0.3842200  1169636622   0.20860028  -0.17385167
1.4596800  0.3842200  1169638422   0.10258534  -0.25837699
1.4596800  0.3842200  1169640222  -0.00491980  -0.32449543
1.4596800  0.3842200  1169642022  -0.10661667  -0.37186503
1.4596800  0.3842200  1169643822  -0.19581252  -0.40138179
1.4596800  0.3842200  1169645622  -0.26686773  -0.41502193
1.4596800  0.3842200  1169647422  -0.31558076  -0.41565573
1.4596800  0.3842200  1169649222  -0.33946580  -0.40677997
1.4596800  0.3842200  1169651022  -0.33788967  -0.39220905
1.4596800  0.3842200  1169652822  -0.31213346  -0.37577665
1.4596800  0.3842200  1169654622  -0.26524824  -0.36100599
1.4596800  0.3842200  1169661125  -0.00264152  -0.35844690
1.4596800  0.3842200  1169662925   0.06758060  -0.37514767
1.4596800  0.3842200  1169664725   0.12440165  -0.39755347
1.4596800  0.3842200  1169666525   0.16240820  -0.42305171
1.4596800  0.3842200  1169672019   0.12885928  -0.48293760
1.4596800  0.3842200  1169673819   0.06720183  -0.48335588
1.4596800  0.3842200  1169675619  -0.01553594  -0.46826422
1.4596800  0.3842200  1169677419  -0.11446365  -0.43504590
1.4596800  0.3842200  1169679219  -0.22339532  -0.38208222
1.4596800  0.3842200  1169681019  -0.33526334  -0.30894518
1.4596800  0.3842200  1169682819  -0.44259328  -0.21647309
1.4596800  0.3842200  1169684619  -0.53801996  -0.10680735
1.4596800  0.3842200  1169686419  -0.61478853   0.01669636
1.4596800  0.3842200  1169688219  -0.66720897   0.14962235
1.4596800  0.3842200  1169690019  -0.69108528   0.28672561
1.4596800  0.3842200  1169691819  -0.68397236   0.42222729
1.4596800  0.3842200  1169693619  -0.64539057   0.55014855
1.4596800  0.3842200  1169695419  -0.57686359   0.66466528
1.4596800  0.3842200  1169697219  -0.48181662   0.76044154
1.4596800  0.3842200  1169699019  -0.36540183   0.83298498
1.4596800  0.3842200  1169700819  -0.23413011   0.87888020
1.4596800  0.3842200  1169702619  -0.09547197   0.89602149
1.4596800  0.3842200  1169704419   0.04263499   0.88373953
1.4596800  0.3842200  1169706219   0.17229897   0.84280777
1.4596800  0.3842200  1169708019   0.28619614   0.77544409
1.4596800  0.3842200  1169709819   0.37803578   0.68511790
1.4596800  0.3842200  1169711619   0.44296840   0.57635683
1.4596800  0.3842200  1169713419   0.47790346   0.45446923
1.4596800  0.3842200  1169715219   0.48167130   0.32519710
1.4596800  0.3842200  1169717019   0.45511928   0.19438982
1.4596800  0.3842200  1169718819   0.40100369   0.06764021
1.4596800  0.3842200  1169720619   0.32379451  -0.05003420
1.4596800  0.3842200  1169722419   0.22936705  -0.15447685
1.4596800  0.3842200  1169724219   0.12456978  -0.24259967
1.4596800  0.3842200  1169726019   0.01676557  -0.31253898
1.4596800  0.3842200  1169727819  -0.08668677  -0.36370143
1.4596800  0.3842200  1169736564  -0.34127477  -0.39764726
1.4596800  0.3842200  1169738364  -0.32361397  -0.38143677
1.4596800  0.3842200  1169740164  -0.28358281  -0.36572438
1.4596800  0.3842200  1169741964  -0.22528347  -0.35367993
1.4596800  0.3842200  1169743764  -0.15416527  -0.34773001
1.4596800  0.3842200  1169745564  -0.07662411  -0.34936225
1.4596800  0.3842200  1169747364   0.00046754  -0.35900280
1.4596800  0.3842200  1169749164   0.07025335  -0.37598121
1.4596800  0.3842200  1169750964   0.12639239  -0.39857429
1.4596800  0.3842200  1169752764   0.16351664  -0.42413253
1.4596800  0.3842200  1169754564   0.17763555  -0.44928694
1.4596800  0.3842200  1169759508   0.08568788  -0.48462492
1.4596800  0.3842200  1169761308   0.00810156  -0.47391912
1.4596800  0.3842200  1169763108  -0.08710881  -0.44568345
1.4596800  0.3842200  1169764908  -0.19405854  -0.39802682
1.4596800  0.3842200  1169766708  -0.30586934  -0.33018404
1.4596800  0.3842200  1169768508  -0.41512591  -0.24265985
1.4596800  0.3842200  1169770308  -0.51438725  -0.13725573
1.4596800  0.3842200  1169775929  -0.68955749   0.26733214
1.4596800  0.3842200  1169777729  -0.68689442   0.40342161
1.4596800  0.3842200  1169779529  -0.65270823   0.53277296
1.4596800  0.3842200  1169781329  -0.58824378   0.64952064
1.4596800  0.3842200  1169783129  -0.49666348   0.74823672
1.4596800  0.3842200  1169784929  -0.38289842   0.82429439
1.4596800  0.3842200  1169786729  -0.25328818   0.87411100
1.4596800  0.3842200  1169788529  -0.11519631   0.89538556
1.4596800  0.3842200  1169790329   0.02347288   0.88724357
1.4596800  0.3842200  1169792129   0.15479106   0.85025316
1.4596800  0.3842200  1169793929   0.27132425   0.78643763
1.4596800  0.3842200  1169795729   0.36660871   0.69910014
1.4596800  0.3842200  1169797529   0.43556947   0.59263408
1.4596800  0.3842200  1169799329   0.47485575   0.47225818
1.4596800  0.3842200  1169801129   0.48301777   0.34367180
1.4596800  0.3842200  1169802929   0.46062145   0.21273312
1.4596800  0.3842200  1169804729   0.41016281   0.08509008
1.4596800  0.3842200  1169806529   0.33588487  -0.03414017
1.4596800  0.3842200  1169808329   0.24349102  -0.14066404
1.4596800  0.3842200  1169810129   0.13971755  -0.23123278
1.4596800  0.3842200  1169811929   0.03188597  -0.30380452
1.4596800  0.3842200  1169813729  -0.07261332  -0.35760650
1.4596800  0.3842200  1169815529  -0.16682109  -0.39310989
1.4596800  0.3842200  1169817329  -0.24469215  -0.41194597
1.4596800  0.3842200  1169819129  -0.30148849  -0.41669911
1.4596800  0.3842200  1169820929  -0.33410594  -0.41068196
1.4596800  0.3842200  1169822729  -0.34127185  -0.39763948
1.4596800  0.3842200  1169824529  -0.32359907  -0.38142839
1.4596800  0.3842200  1169826329  -0.28355765  -0.36571711
1.4596800  0.3842200  1169831403  -0.09079813  -0.34847268
1.4596800  0.3842200  1169833203  -0.01311073  -0.35668465
1.4596800  0.3842200  1169835003   0.05848572  -0.37243634
1.4596800  0.3842200  1169836803   0.11751952  -0.39418605
1.4596800  0.3842200  1169838603   0.15841863  -0.41944075
1.4596800  0.3842200  1169840403   0.17691687  -0.44494238
1.4596800  0.3842200  1169842203   0.17036235  -0.46691298
1.4596800  0.3842200  1169844003   0.13794464  -0.48136106
1.4596800  0.3842200  1169845803   0.08074618  -0.48438072
1.4596800  0.3842200  1169847603   0.00170680  -0.47248366
1.4596800  0.3842200  1169849403  -0.09456878  -0.44289142
1.4596800  0.3842200  1169851203  -0.20211381  -0.39377344
1.4596800  0.3842200  1169853003  -0.31399214  -0.32446855
1.4596800  0.3842200  1169854803  -0.42277065  -0.23556781
1.4596800  0.3842200  1169856603  -0.52102077  -0.12896547
1.4596800  0.3842200  1169858403  -0.60183650  -0.00779670
1.4596800  0.3842200  1169860203  -0.65928680   0.12371215
1.4596800  0.3842200  1169862003  -0.68886673   0.26045132
1.4596800  0.3842200  1169863803  -0.68777972   0.39672077
1.4596800  0.3842200  1169865603  -0.65515739   0.52655077
1.4596800  0.3842200  1169867403  -0.59214765   0.64406300
1.4596800  0.3842200  1169869203  -0.50182205   0.74380004
1.4596800  0.3842200  1169871003  -0.38902649   0.82108599
1.4596800  0.3842200  1169872803  -0.26004112   0.87228382
1.4596800  0.3842200  1169874603  -0.12218840   0.89501864
1.4596800  0.3842200  1169876403   0.01664213   0.88834620
1.4596800  0.3842200  1169878203   0.14851177   0.85276490
1.4596800  0.3842200  1169880003   0.26594773   0.79022270
1.4596800  0.3842200  1169881803   0.36243045   0.70396745
1.4596800  0.3842200  1169883603   0.43280306   0.59833938
1.4596800  0.3842200  1169885403   0.47362456   0.47852606
1.4596800  0.3842200  1169887203   0.48334882   0.35021219
1.4596800  0.3842200  1169889003   0.46243748   0.21925370
1.4596800  0.3842200  1169890803   0.41329703   0.09131799
1.4596800  0.3842200  1169892603   0.34008566  -0.02844289
1.4596800  0.3842200  1169894403   0.24844491  -0.13568906
1.4596800  0.3842200  1169896203   0.14506990  -0.22711626
1.4596800  0.3842200  1169898003   0.03726435  -0.30061701
1.4596800  0.3842200  1169899803  -0.06757279  -0.35535794
1.4596800  0.3842200  1169901603  -0.16244882  -0.39174706
1.4596800  0.3842200  1169903403  -0.24126208  -0.41136247
1.4596800  0.3842200  1169905203  -0.29920238  -0.41674739
1.4596800  0.3842200  1169907003  -0.33307540  -0.41118222
1.4596800  0.3842200  1169944911  -0.61477864   0.01667684
1.4596800  0.3842200  1169946711  -0.66720325   0.14960182
1.4596800  0.3842200  1169948511  -0.69108391   0.28670484
1.4596800  0.3842200  1169950311  -0.68397576   0.42220762
1.4596800  0.3842200  1169952111  -0.64539868   0.55013013
1.4596800  0.3842200  1169953911  -0.57687604   0.66464931
1.4596800  0.3842200  1169955711  -0.48183274   0.76042867
1.4596800  0.3842200  1169957511  -0.36542076   0.83297586
1.4596800  0.3842200  1169959311  -0.23415068   0.87887549
1.4596800  0.3842200  1169961111  -0.09549314   0.89602107
1.4596800  0.3842200  1169962911   0.04261455   0.88374341
1.4596800  0.3842200  1169964711   0.17228037   0.84281605
1.4596800  0.3842200  1169966511   0.28618041   0.77545613
1.4596800  0.3842200  1169968311   0.37802413   0.68513280
1.4596800  0.3842200  1169970111   0.44296071   0.57637435
1.4596800  0.3842200  1169971911   0.47790048   0.45448849
1.4596800  0.3842200  1169973711   0.48167309   0.32521692
1.4596800  0.3842200  1169975511   0.45512554   0.19440940
1.4596800  0.3842200  1169977311   0.40101385   0.06765881
1.4596800  0.3842200  1169979111   0.32380769  -0.05001729
1.4596800  0.3842200  1169980911   0.22938228  -0.15446222
1.4596800  0.3842200  1169982711   0.12458602  -0.24258775
1.4596800  0.3842200  1169984511   0.01678172  -0.31252983
1.4596800  0.3842200  1169986311  -0.08667210  -0.36369520
1.4596800  0.3842200  1169988111  -0.17891601  -0.39672512
1.4596800  0.3842200  1169997330  -0.31510970  -0.37711388
1.4596800  0.3842200  1169999130  -0.26980823  -0.36208445
1.4596800  0.3842200  1170000930  -0.20756143  -0.35144454
1.4596800  0.3842200  1170002730  -0.13410503  -0.34738764
1.4596800  0.3842200  1170004530  -0.05600686  -0.35113075
1.4596800  0.3842200  1170006330   0.01981499  -0.36281255
1.4596800  0.3842200  1170008130   0.08659074  -0.38147590
1.4596800  0.3842200  1170009930   0.13819641  -0.40513980
1.4596800  0.3842200  1170011730   0.16959053  -0.43094304
1.4596800  0.3842200  1170013530   0.17719066  -0.45536318
1.4596800  0.3842200  1170015330   0.15914932  -0.47449249
1.4596800  0.3842200  1170017130   0.11548492  -0.48433098
1.4596800  0.3842200  1170059402   0.48368785   0.35957822
1.4596800  0.3842200  1170061202   0.46492007   0.22861698
1.4596800  0.3842200  1170063002   0.41768137   0.10028530
1.4596800  0.3842200  1170064802   0.34602934  -0.02021935
1.4596800  0.3842200  1170066602   0.25549650  -0.12848623
1.4596800  0.3842200  1170068402   0.15272504  -0.22113325
1.4596800  0.3842200  1170070202   0.04498916  -0.29596633
1.4596800  0.3842200  1170072002  -0.06030054  -0.35204998
1.4596800  0.3842200  1170073802  -0.15610954  -0.38972008
1.4596800  0.3842200  1170075602  -0.23625264  -0.41046396
1.4596800  0.3842200  1170077402  -0.29581681  -0.41676712
1.4596800  0.3842200  1170079202  -0.33148921  -0.41186970
1.4596800  0.3842200  1170081002  -0.34175473  -0.39947301
1.4596800  0.3842200  1170082802  -0.32701489  -0.38344651
1.4596800  0.3842200  1170084602  -0.28950879  -0.36749211
1.4596800  0.3842200  1170086402  -0.23315743  -0.35485619
1.4596800  0.3842200  1170088202  -0.16326994  -0.34806806
1.4596800  0.3842200  1170092944   0.03760681  -0.36688349
1.4596800  0.3842200  1170094744   0.10113042  -0.38702020
1.4596800  0.3842200  1170096544   0.14810571  -0.41151720
1.4596800  0.3842200  1170098344   0.17382297  -0.43732437
1.4596800  0.3842200  1170100144   0.17511806  -0.46079853
1.4596800  0.3842200  1170101944   0.15059257  -0.47797444
1.4596800  0.3842200  1170103744   0.10075430  -0.48488986
1.4596800  0.3842200  1170105544   0.02798847  -0.47789726
1.4596800  0.3842200  1170107344  -0.06358763  -0.45396289
1.4596800  0.3842200  1170109144  -0.16838175  -0.41095495
1.4596800  0.3842200  1170110944  -0.27970904  -0.34782857
1.4596800  0.3842200  1170112744  -0.39023557  -0.26478729
1.4596800  0.3842200  1170114544  -0.49248075  -0.16333096
1.4596800  0.3842200  1170116344  -0.57931513  -0.04621877
1.4596800  0.3842200  1170118144  -0.64447594   0.08262961
1.4596800  0.3842200  1170119944  -0.68297321   0.21835096
1.4596800  0.3842200  1170121744  -0.69145954   0.35539240
1.4596800  0.3842200  1170123544  -0.66847283   0.48783323
1.4596800  0.3842200  1170125344  -0.61452365   0.60971951
1.4596800  0.3842200  1170127144  -0.53212786   0.71544147
1.4596800  0.3842200  1170128944  -0.42560712   0.80004418
1.4596800  0.3842200  1170130744  -0.30084002   0.85954159
1.4596800  0.3842200  1170132544  -0.16488223   0.89116824
1.4596800  0.3842200  1170134344  -0.02549984   0.89351070
1.4596800  0.3842200  1170136144   0.10932704   0.86664277
1.4596800  0.3842200  1170137944   0.23193023   0.81207234
1.4596800  0.3842200  1170139744   0.33544540   0.73265928
1.4596800  0.3842200  1170141544   0.41426870   0.63245040
1.4596800  0.3842200  1170143344   0.46439257   0.51639253
1.4596800  0.3842200  1170145144   0.48368475   0.39006069
1.4596800  0.3842200  1170146944   0.47199127   0.25929528
1.4596800  0.3842200  1170148744   0.43112585   0.12985675
1.4596800  0.3842200  1170150544   0.36475167   0.00708753
1.4596800  0.3842200  1170152344   0.27808341  -0.10439362
1.4596800  0.3842200  1170154144   0.17754450  -0.20094627
1.4596800  0.3842200  1170155944   0.07030471  -0.28008780
1.4596800  0.3842200  1170157744  -0.03621245  -0.34058329
1.4596800  0.3842200  1170159544  -0.13483846  -0.38247856
1.4596800  0.3842200  1170161344  -0.21914896  -0.40700161
1.4596800  0.3842200  1170163144  -0.28389969  -0.41642383
1.4596800  0.3842200  1170164944  -0.32538000  -0.41383329
1.4596800  0.3842200  1170166744  -0.34163705  -0.40284801
1.4596800  0.3842200  1170168544  -0.33262670  -0.38732967
1.4596800  0.3842200  1170170344  -0.30016509  -0.37104541
1.4596800  0.3842200  1170174698  -0.14939381  -0.34759918
1.4596800  0.3842200  1170176498  -0.07167465  -0.34973493
1.4596800  0.3842200  1170178298   0.00515571  -0.35986993
1.4596800  0.3842200  1170180098   0.07426079  -0.37726432
1.4596800  0.3842200  1170181898   0.12934455  -0.40013045
1.4596800  0.3842200  1170183698   0.16512194  -0.42577040
1.4596800  0.3842200  1170185498   0.17768976  -0.45077211
1.4596800  0.3842200  1170187298   0.16483659  -0.47128022
1.4596800  0.3842200  1170189098   0.12620836  -0.48329350
1.4596800  0.3842200  1170190898   0.06334765  -0.48297572
1.4596800  0.3842200  1170192698  -0.02037353  -0.46699128
1.4596800  0.3842200  1170194498  -0.11999015  -0.43276551
1.4596800  0.3842200  1170196298  -0.22925705  -0.37874418
1.4596800  0.3842200  1170198098  -0.34107462  -0.30456096
1.4596800  0.3842200  1170199898  -0.44795892  -0.21112102
1.4596800  0.3842200  1170201698  -0.54256797  -0.10063636
1.4596800  0.3842200  1170203498  -0.61818659   0.02348021
1.4596800  0.3842200  1170205298  -0.66920096   0.15676183
1.4596800  0.3842200  1170207098  -0.69149715   0.29392844
1.4596800  0.3842200  1170213052  -0.54544097   0.70158255
1.4596800  0.3842200  1170214852  -0.44202700   0.78945941
1.4596800  0.3842200  1170216652  -0.31944749   0.85272712
1.4596800  0.3842200  1170218452  -0.18461935   0.88843775
1.4596800  0.3842200  1170220252  -0.04523652   0.89497703
1.4596800  0.3842200  1170226183   0.34920180   0.71858764
1.4596800  0.3842200  1170227983   0.42385533   0.61561680
1.4596800  0.3842200  1170229783   0.46936032   0.49761862
1.4596800  0.3842200  1170231583   0.48388347   0.37023127
1.4596800  0.3842200  1170237538   0.32694757  -0.04595951
1.4596800  0.3842200  1170239338   0.23303115  -0.15094449
1.4596800  0.3842200  1170241138   0.12848356  -0.23970187
1.4596800  0.3842200  1170242938   0.02065819  -0.31032339
1.4596800  0.3842200  1170244738  -0.08307651  -0.36216250
1.4596800  0.3842200  1170246538  -0.17583817  -0.39582729
1.4596800  0.3842200  1170248338  -0.25169820  -0.41305256
1.4596800  0.3842200  1170250138  -0.30607542  -0.41651103
1.4596800  0.3842200  1170251938  -0.33605626  -0.40957919
1.4596800  0.3842200  1170253738  -0.34055510  -0.39602298
1.4596800  0.3842200  1170255538  -0.32039562  -0.37969965
1.4596800  0.3842200  1170257338  -0.27822322  -0.36423525
1.4596800  0.3842200  1170259138  -0.21829614  -0.35273239
1.4596800  0.3842200  1170260938  -0.14618972  -0.34752849
1.4596800  0.3842200  1170262738  -0.06836792  -0.35000229
1.4596800  0.3842200  1170264538   0.00827275  -0.36046588
1.4596800  0.3842200  1170266338   0.07690858  -0.37813440
1.4596800  0.3842200  1170268138   0.13127595  -0.40117759
1.4596800  0.3842200  1170269938   0.16614166  -0.42686331
1.4596800  0.3842200  1170271738   0.17767078  -0.45175624
1.4596800  0.3842200  1170273538   0.16372353  -0.47198609
1.4596800  0.3842200  1170275338   0.12402929  -0.48355481
1.4596800  0.3842200  1170277138   0.06020863  -0.48263934
1.4596800  0.3842200  1170278938  -0.02429367  -0.46593031
1.4596800  0.3842200  1170280738  -0.12445044  -0.43089491
1.4596800  0.3842200  1170282538  -0.23397303  -0.37602070
1.4596800  0.3842200  1170284338  -0.34573394  -0.30099773
1.4596800  0.3842200  1170286138  -0.45224679  -0.20678642
1.4596800  0.3842200  1170287938  -0.54618371  -0.09564898
1.4596800  0.3842200  1170289738  -0.62087077   0.02895044
1.4596800  0.3842200  1170291538  -0.67074388   0.16250707
1.4596800  0.3842200  1170293338  -0.69176263   0.29971260
1.4596800  0.3842200  1170295138  -0.68165982   0.43475303
1.4596800  0.3842200  1170296938  -0.64014775   0.56164944
1.4596800  0.3842200  1170298738  -0.56893498   0.67461038
1.4596800  0.3842200  1170300538  -0.47162074   0.76836526
1.4596800  0.3842200  1170302338  -0.35350296   0.83851391
1.4596800  0.3842200  1170304138  -0.22120076   0.88175583
1.4596800  0.3842200  1170305938  -0.08225140   0.89611810
1.4596800  0.3842200  1170307738   0.05538943   0.88106894
1.4596800  0.3842200  1170309538   0.18386182   0.83751905
1.4596800  0.3842200  1170311338   0.29592150   0.76781505
1.4596800  0.3842200  1170313138   0.38539654   0.67553532
1.4596800  0.3842200  1170314938   0.44759288   0.56529534
1.4596800  0.3842200  1170316738   0.47959754   0.44245890
1.4596800  0.3842200  1170318538   0.48042789   0.31279171
1.4596800  0.3842200  1170320338   0.45112047   0.18213587
1.4596800  0.3842200  1170322138   0.39460275   0.05604170
1.4596800  0.3842200  1170323938   0.31549355  -0.06054329
1.4596800  0.3842200  1170325738   0.21977988  -0.16355535
1.4596800  0.3842200  1170327538   0.11437862  -0.25001708
1.4596800  0.3842200  1170329338   0.00667500  -0.31818491
1.4596800  0.3842200  1170331138  -0.09599838  -0.36758441
1.4596800  0.3842200  1170332938  -0.18685561  -0.39897144
1.4596800  0.3842200  1170334738  -0.26012850  -0.41422290
